ACARA School ID,AGE ID,School Name,Suburb,State,Postcode,Region,Cluster,Cluster Hub,Distance from Cluster 'hub',Driving Time from Cluster 'hub' (Min),Distance from CBD,Driving Time from CBD (Min),Latitude,Longitude,School Sector,School Type,Campus Type,Rolled Reporting Description,School URL,Year Range,Geolocation,TFA Eligible school,ICSEA,Bottom SEA Quarter,Lower Middle SEA Quarter,Upper Middle SEA Quarter,Top SEA Quarter,Teaching Staff,FTE Teaching Staff,Non-Teaching Staff,FTE Non-Teaching Staff,Total Enrolments,Girls Enrolments,Boys Enrolments,Full Time Equivalent Enrolments,Enrolment change from 2016,Indigenous Enrolments,Language Background Other Than English,NAPLAN numeracy comparison to national average Yr 9,NAPLAN reading comparison to national average Yr 9,% Students at University,% Students at TAFE,% Students in Employment,C2010 placements,C2010,C2011 placements,C2011,C2012 placements,C2012,C2013 placements,C2013,C2014 placements,C2014,C2015 placements,C2015,C2016 placements,C2016,C2017 placements,C2017,C2018 placements,C2018,Total placements,Current TFA partner school,TFA placement school,2018 PAN member,TLA,TTL school,Alumni at school,Duplicates
8555,7113,obfuscated_8555,obfuscated_8555,SA,5112,,,,,,,,-26.479463,153.06863,Government,Primary,School Single Entity,Individual Reporting,http://www.elizeastr7.sa.edu.au,"U, R-7",Major Cities,,860,79,18,2,0,22,21,27,17.8,277,123,154,277,4%,13,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8556,7122,obfuscated_8556,obfuscated_8556,SA,5113,,,,,,,,-26.473408,152.952084,Government,Primary,School Single Entity,Individual Reporting,http://www.elizdownc7.sa.edu.au,"U, R-7",Major Cities,,844,84,11,4,1,35,30.4,24,12.8,344,163,181,344,9%,10,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8557,7146,obfuscated_8557,obfuscated_8557,SA,5113,,,,,,,,-26.4618,152.6792,Government,Primary,School Single Entity,Individual Reporting,http://www.elizparkc7.sa.edu.au,"U, R-7",Major Cities,,877,66,23,9,1,33,26,30,18.3,365,171,194,365,-1%,16,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8558,7119,obfuscated_8558,obfuscated_8558,SA,5112,,,,,,,,-26.452685,153.031902,Government,Primary,School Single Entity,Individual Reporting,http://www.elizvale.sa.edu.au,"U, R-7",Major Cities,,877,75,17,7,1,38,33.4,29,20.3,378,180,198,378,-3%,12,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8559,7263,obfuscated_8559,obfuscated_8559,SA,5253,,,,,,,,-26.444683,147.544718,Government,Primary,School Single Entity,Individual Reporting,http://www.mbsouthps.sa.edu.au,R-7,Inner Regional,,878,66,25,8,2,23,21.8,17,13.6,276,133,143,276,-15%,22,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8560,6993,obfuscated_8560,obfuscated_8560,SA,5062,,,,,,,,-26.427873,152.903924,Government,Primary,School Single Entity,Individual Reporting,http://www.claphamps.sa.edu.au/,"U, R-7",Major Cities,,1079,8,23,31,38,18,14.7,9,5.3,231,112,119,231,4%,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8561,7141,obfuscated_8561,obfuscated_8561,SA,5290,,,,,,,,-26.424526,152.910211,Government,Primary,School Single Entity,Individual Reporting,http://www.mtgnorthps.sa.edu.au,"U, R-7",Outer Regional,,911,63,24,10,3,30,26.5,29,19,325,155,170,325,-4%,9,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8562,7300,obfuscated_8562,obfuscated_8562,SA,5280,,,,,,,,-26.415675,147.109578,Government,Combined,School Single Entity,Individual Reporting,http://www.kangainnas.sa.edu.au,R-12,Outer Regional,,1015,23,33,26,17,15,11.5,6,4.7,92,42,50,90,-12%,1,0,Close to,Close to,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8563,16511,obfuscated_8563,obfuscated_8563,SA,5343,,,,,,,,-26.414,152.9115,Government,Special,School Single Entity,Individual Reporting,http://www.riverlansp.sa.edu.au/,U,Outer Regional,,,,,,,13,12.1,19,12.9,65,25,40,65,-2%,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8564,7063,obfuscated_8564,obfuscated_8564,SA,5092,,,,,,,,-26.4104,153.1007,Government,Secondary,School Single Entity,Individual Reporting,http://www.modburyhs.sa.edu.au,8-Dec,Major Cities,Yes,995,31,36,24,9,66,61.4,22,15.1,825,337,488,824.2,-5%,3,6,Close to,Below,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8565,6061,obfuscated_8565,obfuscated_8565,SA,5032,,,,,,,,-26.409138,153.029226,Government,Secondary,School Single Entity,Individual Reporting,http://www.underdale.sa.edu.au,8-Dec,Major Cities,Yes,992,32,32,25,11,40,36.9,20,16.3,504,218,286,499.8,-2%,4,33,Below,Below,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8566,7035,obfuscated_8566,obfuscated_8566,SA,5081,,,,,,,,-26.4091,151.8121,Government,Primary,School Single Entity,Individual Reporting,http://www.valeparkps.sa.edu.au,R-7,Major Cities,,1077,7,22,35,36,30,26.4,11,7.6,475,235,240,475,7%,3,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8567,7478,obfuscated_8567,obfuscated_8567,SA,5608,,,,,,,,-26.406163,153.032011,Government,Primary,School Single Entity,Individual Reporting,http://www.fiskstps.sa.edu.au,R-7,Outer Regional,,855,61,25,12,2,9,9,18,12.5,132,53,79,132,-8%,43,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8568,17841,obfuscated_8568,obfuscated_8568,SA,5280,,,,,,,,-26.405363,153.098922,Government,Primary,School Single Entity,Individual Reporting,http://www.newberypkps.sa.edu.au,R-7,Outer Regional,,929,59,28,9,4,8,7.4,10,6.3,109,55,54,109,-16%,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8569,17442,obfuscated_8569,obfuscated_8569,SA,5073,,,,,,,,-26.404981,153.101731,Government,Primary,School Single Entity,Individual Reporting,http://www.etorrensps.sa.edu.au,"U, R-7",Major Cities,,1044,20,23,29,28,34,27.9,21,12.1,294,118,176,294,7%,2,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8570,6989,obfuscated_8570,obfuscated_8570,SA,5051,,,,,,,,-26.404865,146.241913,Government,Primary,School Single Entity,Individual Reporting,http://www.hthdeneps.sa.edu.au,R-7,Major Cities,,1130,4,13,26,58,22,18.9,9,5.6,354,184,170,354,0%,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8571,7032,obfuscated_8571,obfuscated_8571,SA,5075,,,,,,,,-26.403717,146.243214,Government,Primary,School Single Entity,Individual Reporting,http://www.paradiser7.sa.edu.au,R-7,Major Cities,,1006,31,31,24,13,9,8,8,5,121,64,57,121,-16%,1,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8572,6957,obfuscated_8572,obfuscated_8572,SA,5042,,,,,,,,-26.4033,153.05,Government,Secondary,School Single Entity,Individual Reporting,http://www.pasadenahs.sa.edu.au,"U, 8-12",Major Cities,,990,36,28,23,13,19,17.8,14,11.2,117,36,81,110.2,-29%,4,5,Substantially Below,Substantially Below,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8573,6069,obfuscated_8573,obfuscated_8573,SA,5114,,,,,,,,-26.402958,153.100036,Government,Secondary,School Single Entity,Individual Reporting,http://www.craigmorehs.sa.edu.au,"U, 8-12",Major Cities,Yes,928,57,30,11,3,77,72.2,37,30,978,483,495,969.2,1%,7,7,Substantially Below,Substantially Below,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, current",,
8574,7431,obfuscated_8574,obfuscated_8574,SA,5540,,,,,,,,-26.4027,153.1023,Government,Primary,School Single Entity,Individual Reporting,http://www.airdaleps.sa.edu.au,R-7,Outer Regional,,846,72,23,5,1,15,13.5,9,7.3,132,55,77,132,32%,32,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8575,7503,obfuscated_8575,obfuscated_8575,SA,5700,,,,,,,,-26.3974,146.2574,Government,Combined,School Single Entity,Individual Reporting,http://www.carltonschool.sa.edu.au,R-10,Outer Regional,,,,,,,13,12.4,16,10.6,98,51,47,98,3%,95,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8576,7031,obfuscated_8576,obfuscated_8576,SA,5075,,,,,,,,-26.3951,146.2586,Government,Primary,School Single Entity,Individual Reporting,http://www.dernancts.sa.edu.au,"U, R-7",Major Cities,,1024,22,27,31,20,21,18.7,20,13.1,333,142,191,333,3%,6,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8577,7105,obfuscated_8577,obfuscated_8577,SA,5109,,,,,,,,-26.3929,152.7943,Government,Primary,School Single Entity,Individual Reporting,http://www.brahmar7.sa.edu.au,"U, R-7",Major Cities,,907,64,24,9,3,23,19.1,11,8.6,229,102,127,229,6%,13,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8578,6982,obfuscated_8578,obfuscated_8578,SA,5049,,,,,,,,-26.3901,153.0326,Government,Primary,School Single Entity,Individual Reporting,http://www.seaviewdps.sa.edu.au,R-7,Major Cities,,1027,19,35,29,17,17,15.4,12,6.4,247,135,112,245.2,7%,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8579,17445,obfuscated_8579,obfuscated_8579,SA,5095,,,,,,,,-26.3875,152.6801,Government,Primary,School Single Entity,Individual Reporting,http://www.mawsonlakes.sa.edu.au,R-7,Major Cities,,1066,11,23,34,31,47,42.6,17,11.9,765,379,386,765,-3%,1,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8580,7502,obfuscated_8580,obfuscated_8580,SA,5700,,,,,,,,-26.368,152.8607,Government,Primary,School Single Entity,Individual Reporting,http://www.apps.sa.edu.au,"U, R-7",Outer Regional,,781,77,17,4,2,27,25.8,24,16.8,262,118,144,262,-1%,58,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8581,5833,obfuscated_8581,obfuscated_8581,SA,5043,,,,,,,,-26.363,151.8195,Government,Primary,School Single Entity,Individual Reporting,http://www.marionps.sa.edu.au,R-7,Major Cities,,1012,25,23,28,23,15,12.7,10,6.8,191,98,93,191,19%,12,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8582,7048,obfuscated_8582,obfuscated_8582,SA,5086,,,,,,,,-26.3508,151.25,Government,Primary,School Single Entity,Individual Reporting,http://www.wandanac7.sa.edu.au,"U, R-7",Major Cities,,905,54,24,18,4,15,14.4,13,9.4,162,73,89,161.8,-1%,25,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8583,6937,obfuscated_8583,obfuscated_8583,SA,5025,,,,,,,,-26.346475,152.673249,Government,Primary,School Single Entity,Individual Reporting,http://www.kidmanpkps.sa.edu.au,"U, R-7",Major Cities,,1042,16,26,34,24,31,26.9,25,17.7,467,227,240,463,3%,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8584,16481,obfuscated_8584,obfuscated_8584,SA,5075,,,,,,,,-26.340808,152.824042,Government,Special,School Single Entity,Individual Reporting,http://www.kcentresp.sa.edu.au,U,Major Cities,,,,,,,15,13.4,24,12.6,60,14,46,59.6,9%,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8585,6115,obfuscated_8585,obfuscated_8585,SA,5690,,,,,,,,-26.335159,132.456745,Government,Combined,School Single Entity,Individual Reporting,http://www.yalataab.sa.edu.au,R-12,Very Remote,,,,,,,8,8,4,3.8,71,35,36,71,4%,99,94,Substantially Below,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8586,7515,obfuscated_8586,obfuscated_8586,SA,872,,,,,,,,-26.322155,152.676725,Government,Combined,School Single Entity,Individual Reporting,http://www.amata.sa.edu.au,R-12,Very Remote,,759,62,25,12,1,15,15,4,3.3,103,46,57,103,-9%,86,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8587,6113,obfuscated_8587,obfuscated_8587,SA,5690,,,,,,,,-26.3207,151.8821,Government,Primary,School Single Entity,Individual Reporting,http://www.koonibbaab.sa.edu.au,R-7,Very Remote,,,,,,,4,4,6,3.5,31,11,20,31,-21%,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8588,6935,obfuscated_8588,obfuscated_8588,SA,5024,,,,,,,,-26.306,152.0118,Government,Primary,School Single Entity,Individual Reporting,http://www.wbeachps.sa.edu.au,"U, R-7",Major Cities,,1073,12,22,31,36,18,14.4,10,6.4,259,124,135,259,8%,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8589,7160,obfuscated_8589,obfuscated_8589,SA,5118,,,,,,,,-26.292954,151.954613,Government,Primary,School Single Entity,Individual Reporting,http://www.gaweastps.sa.edu.au,R-7,Major Cities,,990,33,36,21,10,26,23.3,15,10.8,389,202,187,389,-2%,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8590,17464,obfuscated_8590,obfuscated_8590,SA,5690,,,,,,,,-26.266359,132.14184,Government,Combined,School Single Entity,Individual Reporting,http://www.oakvalleyab.sa.edu.au,R-12,Very Remote,,,,,,,4,4,0,0,4,2,2,4,-80%,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8591,7109,obfuscated_8591,obfuscated_8591,SA,5109,,,,,,,,-26.262595,152.871678,Government,Secondary,School Single Entity,Individual Reporting,http://www.sehs.sa.edu.au,8-Dec,Major Cities,Yes,952,49,32,16,3,50,47,19,15.9,626,307,319,621.1,1%,4,17,Substantially Below,Substantially Below,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8592,6068,obfuscated_8592,obfuscated_8592,SA,5164,,,,,,,,-26.2567,150.0442,Government,Secondary,School Single Entity,Individual Reporting,http://www.cbhs.sa.edu.au,"U, 8-12",Major Cities,Yes,924,56,28,12,3,65,59.3,36,31.3,834,411,423,827.8,-10%,12,1,Substantially Below,Substantially Below,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8593,16490,obfuscated_8593,obfuscated_8593,SA,5043,,,,,,,,-26.239715,151.943034,Government,Special,School Single Entity,Individual Reporting,http://www.sasvi.sa.edu.au,U,Major Cities,,,,,,,27,21.5,18,12,31,12,19,26,29%,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8594,7061,obfuscated_8594,obfuscated_8594,SA,5091,,,,,,,,-26.239184,151.946482,Government,Primary,School Single Entity,Individual Reporting,http://www.banksiar7.sa.edu.au,R-7,Major Cities,,1010,24,35,29,12,20,16.6,10,4.4,272,133,139,272,21%,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8595,30040,obfuscated_8595,obfuscated_8595,SA,5075,,,,,,,,-26.236986,151.944594,Government,Combined,School Single Entity,Individual Reporting,http://www.ccc.sa.edu.au,R-12,Major Cities,,1012,26,31,28,15,93,79.9,22,18.2,1119,529,590,1118,0%,3,16,Below,Close to,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8596,6109,obfuscated_8596,obfuscated_8596,SA,872,,,,,,,,-26.2292,152.6677,Government,Combined,School Single Entity,Individual Reporting,http://www.ernabella.sa.edu.au,R-12,Very Remote,,,,,,,19,18.6,5,4,161,86,75,159.7,15%,94,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8597,7149,obfuscated_8597,obfuscated_8597,SA,5113,,,,,,,,-26.224413,151.846221,Government,Primary,School Single Entity,Individual Reporting,http://sthdownsps.sa.edu.au/,R-7,Major Cities,,921,57,29,12,2,10,9.4,8,4.6,128,49,79,128,-2%,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8598,7027,obfuscated_8598,obfuscated_8598,SA,5074,,,,,,,,-26.213728,152.686032,Government,Primary,School Single Entity,Individual Reporting,http://www.eastmardps.sa.edu.au,R-7,Major Cities,,1088,7,19,32,42,44,40,15,13,705,338,367,704.4,4%,3,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8599,7196,obfuscated_8599,obfuscated_8599,SA,5161,,,,,,,,-26.203516,152.443281,Government,Primary,School Single Entity,Individual Reporting,http://www.reynellasps.sa.edu.au,R-7,Major Cities,,962,47,31,15,6,11,9.3,8,5.4,132,55,77,132,-3%,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8600,7079,obfuscated_8600,obfuscated_8600,SA,5096,,,,,,,,-26.1998,152.6454,Government,Primary,School Single Entity,Individual Reporting,http://www.parahilwps.sa.edu.au,R-7,Major Cities,,961,47,26,19,7,16,13,14,8.7,214,102,112,214,1%,3,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8601,7058,obfuscated_8601,obfuscated_8601,SA,5090,,,,,,,,-26.1996,152.675328,Government,Primary,School Single Entity,Individual Reporting,http://www.modsthps.sa.edu.au,"U, R-7",Major Cities,,999,33,28,28,11,15,14.1,18,10.4,183,87,96,183,7%,3,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8602,7071,obfuscated_8602,obfuscated_8602,SA,5093,,,,,,,,-26.198524,152.640782,Government,Primary,School Single Entity,Individual Reporting,http://www.paravistacpc7.sa.edu.au,R-7,Major Cities,,972,37,33,22,8,22,18,14,9.5,237,112,125,237,-8%,8,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8603,7083,obfuscated_8603,obfuscated_8603,SA,5097,,,,,,,,-26.192509,152.66532,Government,Primary,School Single Entity,Individual Reporting,http://www.ridgehaven.sa.edu.au,R-7,Major Cities,,999,30,33,25,13,16,14.4,8,5.6,277,140,137,277,-1%,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8604,14708,obfuscated_8604,obfuscated_8604,SA,5158,,,,,,,,-26.19210619,152.6667488,Government,Primary,School Single Entity,Individual Reporting,http://www.halcoveeps.sa.edu.au,R-7,Major Cities,,1051,11,30,36,22,23,19.2,8,5.1,367,172,195,367,4%,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8605,7184,obfuscated_8605,obfuscated_8605,SA,5158,,,,,,,,-26.18912438,152.6787457,Government,Primary,School Single Entity,Individual Reporting,http://www.hcsps.sa.edu.au,"U, R-7",Major Cities,,1014,28,27,27,18,13,9,13,7.6,116,46,70,116,-18%,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8606,16488,obfuscated_8606,obfuscated_8606,SA,5158,,,,,,,,-26.18829255,152.6649995,Government,Primary,School Single Entity,Individual Reporting,http://www.woodendps.sa.edu.au,R-7,Major Cities,,1047,14,29,35,23,43,37.4,14,9.3,627,300,327,627,-1%,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8607,7205,obfuscated_8607,obfuscated_8607,SA,5162,,,,,,,,-26.187639,152.680913,Government,Primary,School Single Entity,Individual Reporting,http://www.pimpalaps.sa.edu.au,R-7,Major Cities,,988,31,39,23,7,26,23.4,21,15.8,448,214,234,448,-2%,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8608,7220,obfuscated_8608,obfuscated_8608,SA,5166,,,,,,,,-26.1861,152.67908,Government,Primary,School Single Entity,Individual Reporting,http://www.osbs.sa.edu.au,R-7,Major Cities,,903,59,28,11,2,16,13.7,13,9.4,165,86,79,165,-14%,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8609,7209,obfuscated_8609,obfuscated_8609,SA,5163,,,,,,,,-26.179672,129.189568,Government,Primary,School Single Entity,Individual Reporting,http://www.hackhame.sa.edu.au/,"U, R-7",Major Cities,,934,47,36,14,3,23,19.6,28,19.7,300,150,150,300,2%,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8610,7210,obfuscated_8610,obfuscated_8610,SA,5163,,,,,,,,-26.179663,152.732925,Government,Primary,School Single Entity,Individual Reporting,http://www.hhps.sa.edu.au,R-7,Major Cities,,882,67,24,8,1,12,10.4,10,6.6,106,50,56,106,0%,22,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8611,15078,obfuscated_8611,obfuscated_8611,SA,5168,,,,,,,,-26.179473,152.06506,Government,Primary,School Single Entity,Individual Reporting,http://www.ndownsps.sa.edu.au,"U, R-7",Major Cities,,906,57,29,13,2,14,13,12,8.3,129,56,73,129,-6%,19,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8612,14908,obfuscated_8612,obfuscated_8612,SA,5169,,,,,,,,-26.1759,152.6561,Government,Primary,School Single Entity,Individual Reporting,http://www.moanaps.sa.edu.au,R-7,Major Cities,,993,29,38,25,8,29,26.6,15,11.5,512,251,261,510.9,3%,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8613,7081,obfuscated_8613,obfuscated_8613,SA,5097,,,,,,,,-26.17376,152.662167,Government,Primary,School Single Entity,Individual Reporting,http://www.redwoodpkr7.sa.edu.au,R-7,Major Cities,,1012,24,39,27,11,25,23,9,6.8,420,195,225,420,-3%,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8614,7084,obfuscated_8614,obfuscated_8614,SA,5097,,,,,,,,-26.17029,152.642792,Government,Primary,School Single Entity,Individual Reporting,http://www.stagnesc7.sa.edu.au,R-7,Major Cities,,1020,22,31,32,15,16,13.4,5,3.8,219,104,115,219,4%,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8615,7216,obfuscated_8615,obfuscated_8615,SA,5164,,,,,,,,-26.169973,130.184826,Government,Primary,School Single Entity,Individual Reporting,http://www.lonsdalec7.sa.edu.au,"U, R-7",Major Cities,,918,55,29,13,3,12,11,9,5.3,115,55,60,115,-4%,16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8616,6083,obfuscated_8616,obfuscated_8616,SA,5108,,,,,,,,-26.1677,151.6002,Government,Combined,School Single Entity,Individual Reporting,http://www.paralowie.sa.edu.au,R-12,Major Cities,Yes,915,61,26,12,2,99,93.2,49,36.5,1355,652,703,1347.3,-1%,9,26,Substantially Below,Substantially Below,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8617,7164,obfuscated_8617,obfuscated_8617,SA,5126,,,,,,,,-26.16296669,152.6627005,Government,Primary,School Single Entity,Individual Reporting,http://www.surreydr7.sa.edu.au,"U, R-7",Major Cities,,1008,27,34,27,12,18,16,15,10.2,228,113,115,228,6%,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8618,7163,obfuscated_8618,obfuscated_8618,SA,5126,,,,,,,,-26.152169,131.137746,Government,Primary,School Single Entity,Individual Reporting,http://www.fairviewc7.sa.edu.au,R-7,Major Cities,,1026,19,35,33,13,16,13.2,10,5.9,227,103,124,227,-12%,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8619,7059,obfuscated_8619,obfuscated_8619,SA,5091,,,,,,,,-26.1492,152.8176,Government,Secondary,School Single Entity,Individual Reporting,http://www.bpihs.sa.edu.au/,8-Dec,Major Cities,Yes,1000,28,37,26,9,62,57.7,22,17.4,841,407,434,840.6,4%,2,0,Below,Below,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8620,16476,obfuscated_8620,obfuscated_8620,SA,5661,,,,,,,,-26.142399,152.615088,Government,Combined,School Single Entity,Individual Reporting,http://www.miltaburraas.sa.edu.au,R-12,Very Remote,,1019,15,34,38,14,9,7.5,6,3.7,50,19,31,50,-9%,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8621,7495,obfuscated_8621,obfuscated_8621,SA,5654,,,,,,,,-26.1300044,113.4157519,Government,Combined,School Single Entity,Individual Reporting,http://www.karcultas.sa.edu.au,R-12,Very Remote,,1072,7,21,31,40,10,7.8,9,5.4,63,33,30,62.6,-6%,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8622,7480,obfuscated_8622,obfuscated_8622,SA,5608,,,,,,,,-26.11891,149.961913,Government,Primary,School Single Entity,Individual Reporting,http://www.longstps.sa.edu.au,R-7,Outer Regional,,910,63,26,9,2,21,21,16,10.7,299,156,143,299,-8%,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8623,7074,obfuscated_8623,obfuscated_8623,SA,5096,,,,,,,,-26.107732,151.846166,Government,Primary,School Single Entity,Individual Reporting,http://www.epps.sa.edu.au,R-7,Major Cities,,980,36,35,23,6,22,21.8,15,10.3,448,234,214,448,-2%,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8624,7093,obfuscated_8624,obfuscated_8624,SA,5107,,,,,,,,-26.0877,152.2414,Government,Primary,School Single Entity,Individual Reporting,http://www.karrendips.sa.edu.au,R-7,Major Cities,,932,48,31,16,5,17,14.3,7,5.4,216,107,109,215.5,7%,14,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8625,6983,obfuscated_8625,obfuscated_8625,SA,5050,,,,,,,,-26.064214,148.603001,Government,Primary,School Single Entity,Individual Reporting,http://www.bellevueps.sa.edu.au,"U, R-7",Major Cities,,1103,6,16,30,48,28,23,17,9.3,269,127,142,269,-6%,3,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8626,7094,obfuscated_8626,obfuscated_8626,SA,5107,,,,,,,,-26.054552,151.008357,Government,Secondary,School Single Entity,Individual Reporting,http://www.pghs.sa.edu.au,8-Dec,Major Cities,Yes,935,55,28,14,3,75,69.2,19,16.6,905,424,481,897.3,3%,5,18,Substantially Below,Substantially Below,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8627,7111,obfuscated_8627,obfuscated_8627,SA,5109,,,,,,,,-26.053304,151.82931,Government,Primary,School Single Entity,Individual Reporting,http://www.salsparkps.sa.edu.au,"U, R-7",Major Cities,,977,37,40,17,6,16,14,15,10.1,238,123,115,238,5%,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8628,7199,obfuscated_8628,obfuscated_8628,SA,5162,,,,,,,,-26.048338,152.396403,Government,Primary,School Single Entity,Individual Reporting,http://www.flaxmillps.sa.edu.au/,R-7,Major Cities,,945,48,35,13,4,26,20.7,21,15.7,345,183,162,345,13%,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8629,7034,obfuscated_8629,obfuscated_8629,SA,5076,,,,,,,,-26.028448,152.777057,Government,Primary,School Single Entity,Individual Reporting,http://www.thornpkps.sa.edu.au,R-7,Major Cities,,1037,20,26,31,23,21,16.4,8,5.9,284,144,140,284,1%,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8630,16478,obfuscated_8630,obfuscated_8630,SA,5606,,,,,,,,-25.992346,152.559953,Government,Primary,School Single Entity,Individual Reporting,http://www.gardens.sa.edu.au,R-7,Remote,,702,89,9,2,0,7,7,9,6.8,82,40,42,82,9%,78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8631,7088,obfuscated_8631,obfuscated_8631,SA,5098,,,,,,,,-25.9778,149.8031,Government,Primary,School Single Entity,Individual Reporting,http://www.ifps.sa.edu.au,"U, R-7",Major Cities,,942,51,25,16,7,38,35.2,21,14.9,429,207,222,428.2,11%,7,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8632,22783,obfuscated_8632,obfuscated_8632,SA,5159,,,,,,,,-25.952449,152.54075,Government,Primary,School Single Entity,Individual Reporting,http://www.braeview.sa.edu.au,"U, R-7",Major Cities,,1021,19,33,34,14,26,23.1,21,14.1,457,197,260,457,0%,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8633,6918,obfuscated_8633,obfuscated_8633,SA,5022,,,,,,,,-25.949998,152.602903,Government,Primary,School Single Entity,Individual Reporting,http://www.fulnorthps.sa.edu.au,R-7,Major Cities,,1064,12,25,32,31,31,25.6,9,6.3,430,211,219,430,-2%,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
